Fecha;Lugar;Precio_m2;Variacion_mensual;Variacion_trimestral;Variacion anual
jul-10;Retiro;12,9;-4;-9,6;NA
jun-10;Retiro;13,5;-4,5;NA;NA
may-10;Retiro;14,1;-1,4;NA;NA
abr-10;Retiro;14,3;NA;NA;NA
mar-10;Retiro;NA;NA;NA;NA
feb-10;Retiro;NA;NA;NA;NA
ene-10;Retiro;NA;NA;NA;NA
dic-09;Retiro;NA;NA;NA;NA
nov-09;Retiro;NA;NA;NA;NA
oct-09;Retiro;NA;NA;NA;NA
sept-09;Retiro;NA;NA;NA;NA
ago-09;Retiro;NA;NA;NA;NA
jul-09;Retiro;NA;NA;NA;NA
jun-09;Retiro;NA;NA;NA;NA
may-09;Retiro;NA;NA;NA;NA
abr-09;Retiro;NA;NA;NA;NA
mar-09;Retiro;NA;NA;NA;NA
feb-09;Retiro;NA;NA;NA;NA
ene-09;Retiro;NA;NA;NA;NA
dic-08;Retiro;NA;NA;NA;NA
nov-08;Retiro;NA;NA;NA;NA
oct-08;Retiro;NA;NA;NA;NA
sept-08;Retiro;NA;NA;NA;NA
ago-08;Retiro;NA;NA;NA;NA
jul-08;Retiro;NA;NA;NA;NA
jun-08;Retiro;NA;NA;NA;NA
may-08;Retiro;NA;NA;NA;NA
abr-08;Retiro;NA;NA;NA;NA
mar-08;Retiro;NA;NA;NA;NA
feb-08;Retiro;NA;NA;NA;NA
ene-08;Retiro;NA;NA;NA;NA
dic-07;Retiro;NA;NA;NA;NA
nov-07;Retiro;NA;NA;NA;NA
oct-07;Retiro;NA;NA;NA;NA
sept-07;Retiro;NA;NA;NA;NA
ago-07;Retiro;NA;NA;NA;NA
jul-07;Retiro;NA;NA;NA;NA
jun-07;Retiro;NA;NA;NA;NA
may-07;Retiro;NA;NA;NA;NA
abr-07;Retiro;NA;NA;NA;NA
mar-07;Retiro;NA;NA;NA;NA
feb-07;Retiro;NA;NA;NA;NA
ene-07;Retiro;NA;NA;NA;NA
dic-06;Retiro;NA;NA;NA;NA
nov-06;Retiro;NA;NA;NA;NA
oct-06;Retiro;NA;NA;NA;NA
sept-06;Retiro;NA;NA;NA;NA
ago-06;Retiro;NA;NA;NA;NA
jul-06;Retiro;NA;NA;NA;NA
jun-06;Retiro;NA;NA;NA;NA
may-06;Retiro;NA;NA;NA;NA
abr-06;Retiro;NA;NA;NA;NA
mar-06;Retiro;NA;NA;NA;NA
feb-06;Retiro;NA;NA;NA;NA
ene-06;Retiro;NA;NA;NA;NA
abr-24;Salamanca;23,7;1;4,5;17,1
mar-24;Salamanca;23,5;0,7;4,4;17,6
feb-24;Salamanca;23,3;2,8;5,2;16,8
ene-24;Salamanca;22,7;0,8;1,5;14,4
dic-23;Salamanca;22,5;1,4;3,2;15,4
nov-23;Salamanca;22,2;-0,8;3,6;15,8
oct-23;Salamanca;22,3;2,5;5,2;15,2
sept-23;Salamanca;21,8;1,8;3,9;13,4
ago-23;Salamanca;21,4;0,8;3,6;13,1
jul-23;Salamanca;21,2;1,2;4,8;14,8
jun-23;Salamanca;21;1,5;5,1;14,4
may-23;Salamanca;20,7;2,1;3,5;14,1
abr-23;Salamanca;20,3;1,4;2,2;12,6
mar-23;Salamanca;20;0;2,5;11,9
feb-23;Salamanca;20;0,8;4,3;13
ene-23;Salamanca;19,8;1,7;2,2;15,2
dic-22;Salamanca;19,5;1,8;1,3;13,7
nov-22;Salamanca;19,2;-1,3;1,2;11,4
oct-22;Salamanca;19,4;0,9;4,9;12,4
sept-22;Salamanca;19,2;1,6;4,8;13,2
ago-22;Salamanca;18,9;2,3;4,5;13,6
jul-22;Salamanca;18,5;0,8;2,8;12,4
jun-22;Salamanca;18,4;1,3;2,9;12
may-22;Salamanca;18,1;0,7;2,5;10,5
abr-22;Salamanca;18;0,8;4,5;10
mar-22;Salamanca;17,8;1;4,1;8,6
feb-22;Salamanca;17,7;2,7;2,8;7,1
ene-22;Salamanca;17,2;0,4;-0,3;3,3
dic-21;Salamanca;17,1;-0,3;0,8;2,9
nov-21;Salamanca;17,2;-0,4;3,1;0,2
oct-21;Salamanca;17,3;1,5;4,8;-1,4
sept-21;Salamanca;17;2;3,7;-5,3
ago-21;Salamanca;16,7;1,2;1,6;-7,7
jul-21;Salamanca;16,5;0,5;0,7;-9,9
jun-21;Salamanca;16,4;-0,1;-0,3;-11,4
may-21;Salamanca;16,4;0,2;-0,6;-12,1
abr-21;Salamanca;16,4;-0,4;-1,8;-11,3
mar-21;Salamanca;16,4;-0,4;-1,4;-10,4
feb-21;Salamanca;16,5;-1;-3,9;-9,4
ene-21;Salamanca;16,7;0;-4,8;-8,3
dic-20;Salamanca;16,7;-2,9;-7,2;-9,1
nov-20;Salamanca;17,2;-2;-5;-7,2
oct-20;Salamanca;17,5;-2,5;-4,3;-6,6
sept-20;Salamanca;18;-0,6;-2,9;-5,2
ago-20;Salamanca;18,1;-1,2;-3,2;-3,7
jul-20;Salamanca;18,3;-1,1;-0,9;-1,5
jun-20;Salamanca;18,5;-0,9;0,9;0
may-20;Salamanca;18,7;1,1;2,5;1,8
abr-20;Salamanca;18,4;0,7;1,5;0,6
mar-20;Salamanca;18,3;0,7;0;0,4
feb-20;Salamanca;18,2;0,2;-1,6;0,1
ene-20;Salamanca;18,2;-0,8;-3,1;0,3
dic-19;Salamanca;18,3;-0,9;-3,2;1,3
nov-19;Salamanca;18,5;-1,3;-1,3;1,7
oct-19;Salamanca;18,7;-1;0,9;2,4
sept-19;Salamanca;18,9;1;2,4;2,6
ago-19;Salamanca;18,7;1;2,3;2,2
jul-19;Salamanca;18,6;0,4;1,3;1,3
jun-19;Salamanca;18,5;1;1,3;1
may-19;Salamanca;18,3;-0,1;0,7;0,5
abr-19;Salamanca;18,3;0,4;1,2;2
mar-19;Salamanca;18,3;0,4;1;2
feb-19;Salamanca;18,2;0,4;0;2,8
ene-19;Salamanca;18,1;0,2;-1,1;2,9
dic-18;Salamanca;18,1;-0,6;-2;4,1
nov-18;Salamanca;18,2;-0,7;-0,9;5,1
oct-18;Salamanca;18,3;-0,8;-0,1;5,9
sept-18;Salamanca;18,5;0,6;0,8;9,1
ago-18;Salamanca;18,3;0,1;0,7;10,1
jul-18;Salamanca;18,3;0,1;1,9;10
jun-18;Salamanca;18,3;0,5;2,4;9,2
may-18;Salamanca;18,2;1,3;3;8,5
abr-18;Salamanca;18;0,5;2,2;8
mar-18;Salamanca;17,9;1,1;3;10,2
feb-18;Salamanca;17,7;0,5;2,2;9
ene-18;Salamanca;17,6;1,3;1,8;8,6
dic-17;Salamanca;17,4;0,4;2,7;8,7
nov-17;Salamanca;17,3;0,1;4;9,7
oct-17;Salamanca;17,3;2,2;3,8;10,7
sept-17;Salamanca;16,9;1,5;0,8;9,5
ago-17;Salamanca;16,7;0;-0,8;10
jul-17;Salamanca;16,7;-0,7;0;9,6
jun-17;Salamanca;16,8;-0,1;3,3;10,3
may-17;Salamanca;16,8;0,8;3,4;9,8
abr-17;Salamanca;16,7;2,6;2,8;10,1
mar-17;Salamanca;16,2;0;1,6;8,3
feb-17;Salamanca;16,2;0,2;2,9;8,3
ene-17;Salamanca;16,2;1,4;3,7;8,1
dic-16;Salamanca;16;1,3;3,5;7,1
nov-16;Salamanca;15,8;1;4,1;6,9
oct-16;Salamanca;15,6;1,2;2,8;6
sept-16;Salamanca;15,4;1,9;1,5;6,4
ago-16;Salamanca;15,2;-0,4;-1;5,7
jul-16;Salamanca;15,2;0;0,5;7,4
jun-16;Salamanca;15,2;-0,6;1,5;8
may-16;Salamanca;15,3;1,2;2,1;8,7
abr-16;Salamanca;15,1;0,9;0,9;8,1
mar-16;Salamanca;15;0;0,4;7,2
feb-16;Salamanca;15;0;1,6;7,1
ene-16;Salamanca;15;0,4;1,7;7,2
dic-15;Salamanca;14,9;1,2;2,8;7,1
nov-15;Salamanca;14,8;0,1;2,9;5,5
oct-15;Salamanca;14,7;1,5;4,1;6,2
sept-15;Salamanca;14,5;1,3;3,1;5,2
ago-15;Salamanca;14,3;1,3;1,8;5,2
jul-15;Salamanca;14,2;0,5;1,2;3
jun-15;Salamanca;14,1;0;0,7;2,5
may-15;Salamanca;14,1;0,6;0,6;2,4
abr-15;Salamanca;14;0;0;2,6
mar-15;Salamanca;14;0;0,3;2,6
feb-15;Salamanca;14;0,1;0;2,7
ene-15;Salamanca;14;0,3;0,8;3,4
dic-14;Salamanca;13,9;-0,3;1;3,2
nov-14;Salamanca;14;0,8;2,6;3,4
oct-14;Salamanca;13,9;0,6;1;2,3
sept-14;Salamanca;13,8;1,2;0,4;1,9
ago-14;Salamanca;13,6;-0,8;-0,8;2,2
jul-14;Salamanca;13,7;0;0,8;3,1
jun-14;Salamanca;13,7;0;0,8;3,1
may-14;Salamanca;13,7;0,8;0,8;1,6
abr-14;Salamanca;13,6;0;0,8;0,1
mar-14;Salamanca;13,6;0;0,9;-0,7
feb-14;Salamanca;13,6;0,8;0,8;-1,3
ene-14;Salamanca;13,5;0,1;-0,3;-2,2
dic-13;Salamanca;13,5;-0,1;-0,3;-2,6
nov-13;Salamanca;13,5;-0,3;1,4;-3,2
oct-13;Salamanca;13,6;0,2;1,8;-3,4
sept-13;Salamanca;13,5;1,5;1,6;-3,6
ago-13;Salamanca;13,3;0,1;-1,4;-4,8
jul-13;Salamanca;13,3;0;-2,2;-5,5
jun-13;Salamanca;13,3;-1,5;-3;-4,9
may-13;Salamanca;13,5;-0,7;-2;-4,5
abr-13;Salamanca;13,6;-0,8;-1,5;-3,8
mar-13;Salamanca;13,7;-0,5;-1;-4,4
feb-13;Salamanca;13,8;-0,2;-1,2;-4,4
ene-13;Salamanca;13,8;-0,3;-1,5;-4,5
dic-12;Salamanca;13,9;-0,8;-1,2;-4,6
nov-12;Salamanca;14;-0,4;-0,2;-4,3
oct-12;Salamanca;14;0;-0,4;-3,7
sept-12;Salamanca;14;0,2;0,2;-4,3
ago-12;Salamanca;14;-0,6;-1;-3,9
jul-12;Salamanca;14,1;0,6;-0,4;-3,9
jun-12;Salamanca;14;-1;-2,5;-6,5
may-12;Salamanca;14,2;0;-1,9;-5,6
abr-12;Salamanca;14,2;-1,5;-2,2;-5,6
mar-12;Salamanca;14,4;-0,5;-1,2;-4,2
feb-12;Salamanca;14,4;-0,3;-1,2;-3,7
ene-12;Salamanca;14,5;-0,4;-0,7;-4,6
dic-11;Salamanca;14,5;-0,5;-0,8;-3
nov-11;Salamanca;14,6;0,2;0,2;-4,7
oct-11;Salamanca;14,6;-0,6;-0,6;-2,8
sept-11;Salamanca;14,7;0,6;-2,2;-2,2
ago-11;Salamanca;14,6;-0,6;-2,7;-2,8
jul-11;Salamanca;14,7;-2,2;-2,2;-2,2
jun-11;Salamanca;15;0;0;-1,5
may-11;Salamanca;15;0;0;-4,5
abr-11;Salamanca;15;0;-1,2;-4,5
mar-11;Salamanca;15;0;0;-2,2
feb-11;Salamanca;15;-1,2;-2,2;0
ene-11;Salamanca;15,2;1,2;1,2;-1,5
dic-10;Salamanca;15;-2,2;0;-3,5
nov-10;Salamanca;15,3;2,2;2,2;-1,6
oct-10;Salamanca;15;0;0;-2,8
sept-10;Salamanca;15;0;-1,5;-1,1
ago-10;Salamanca;15;0;-4,5;-2,9
jul-10;Salamanca;15;-1,5;-4,5;-3,4
jun-10;Salamanca;15,2;-3;-0,6;-4,5
may-10;Salamanca;15,7;0;4,7;-7,2
abr-10;Salamanca;15,7;2,4;1,9;NA
mar-10;Salamanca;15,3;2,2;-1,3;NA
feb-10;Salamanca;15;-2,7;-3,8;NA
ene-10;Salamanca;15,4;-0,8;-0,1;NA
dic-09;Salamanca;15,5;-0,3;2,5;NA
nov-09;Salamanca;15,6;1;0,9;NA
oct-09;Salamanca;15,4;1,8;-0,6;NA
sept-09;Salamanca;15,2;-1,9;-5;NA
ago-09;Salamanca;15,4;-0,5;-8,7;NA
jul-09;Salamanca;15,5;-2,7;NA;NA
jun-09;Salamanca;15,9;-5,8;NA;NA
may-09;Salamanca;16,9;NA;NA;NA
abr-09;Salamanca;NA;NA;NA;NA
mar-09;Salamanca;NA;NA;NA;NA
feb-09;Salamanca;NA;NA;NA;NA
ene-09;Salamanca;NA;NA;NA;NA
dic-08;Salamanca;NA;NA;NA;NA
nov-08;Salamanca;NA;NA;NA;NA
oct-08;Salamanca;NA;NA;NA;NA
sept-08;Salamanca;NA;NA;NA;NA
ago-08;Salamanca;NA;NA;NA;NA
jul-08;Salamanca;NA;NA;NA;NA
jun-08;Salamanca;NA;NA;NA;NA
may-08;Salamanca;NA;NA;NA;NA
abr-08;Salamanca;NA;NA;NA;NA
mar-08;Salamanca;NA;NA;NA;NA
feb-08;Salamanca;NA;NA;NA;NA
ene-08;Salamanca;NA;NA;NA;NA
dic-07;Salamanca;NA;NA;NA;NA
nov-07;Salamanca;NA;NA;NA;NA
oct-07;Salamanca;NA;NA;NA;NA
sept-07;Salamanca;NA;NA;NA;NA
ago-07;Salamanca;NA;NA;NA;NA
jul-07;Salamanca;NA;NA;NA;NA
jun-07;Salamanca;NA;NA;NA;NA
may-07;Salamanca;NA;NA;NA;NA
abr-07;Salamanca;NA;NA;NA;NA
mar-07;Salamanca;NA;NA;NA;NA
feb-07;Salamanca;NA;NA;NA;NA
ene-07;Salamanca;NA;NA;NA;NA
dic-06;Salamanca;NA;NA;NA;NA
nov-06;Salamanca;NA;NA;NA;NA
oct-06;Salamanca;NA;NA;NA;NA
sept-06;Salamanca;NA;NA;NA;NA
ago-06;Salamanca;NA;NA;NA;NA
jul-06;Salamanca;NA;NA;NA;NA
jun-06;Salamanca;NA;NA;NA;NA
may-06;Salamanca;NA;NA;NA;NA
abr-06;Salamanca;NA;NA;NA;NA
mar-06;Salamanca;NA;NA;NA;NA
feb-06;Salamanca;NA;NA;NA;NA
ene-06;Salamanca;NA;NA;NA;NA
abr-24;San Blas-Canillejas;14,5;3;4,5;10,6
mar-24;San Blas-Canillejas;14,1;0,9;4;7,7
feb-24;San Blas-Canillejas;14;0,5;4,1;10,5
ene-24;San Blas-Canillejas;13,9;2,5;2,8;11,8
dic-23;San Blas-Canillejas;13,6;1;2,2;9,1
nov-23;San Blas-Canillejas;13,4;-0,7;2,5;9
oct-23;San Blas-Canillejas;13,5;1,9;2,1;9,8
sept-23;San Blas-Canillejas;13,3;1,3;0,4;8,6
ago-23;San Blas-Canillejas;13,1;-1,2;-0,3;9,5
jul-23;San Blas-Canillejas;13,3;0,3;0,9;11,3
jun-23;San Blas-Canillejas;13,2;0,6;0,8;9,8
may-23;San Blas-Canillejas;13,2;0;3,9;9,7
abr-23;San Blas-Canillejas;13,1;0,3;5,6;9,9
mar-23;San Blas-Canillejas;13,1;3,6;5,4;11,8
feb-23;San Blas-Canillejas;12,7;1,7;2,6;9,7
ene-23;San Blas-Canillejas;12,4;0;0,9;8,4
dic-22;San Blas-Canillejas;12,4;0,9;1,7;8,9
nov-22;San Blas-Canillejas;12,3;0;3;8,5
oct-22;San Blas-Canillejas;12,3;0,8;3,4;9,9
sept-22;San Blas-Canillejas;12,2;2,2;1,5;9,4
ago-22;San Blas-Canillejas;12;0,5;-0,1;6,1
jul-22;San Blas-Canillejas;11,9;-1,1;-0,4;5,4
jun-22;San Blas-Canillejas;12;0,5;2,7;5,2
may-22;San Blas-Canillejas;12;0,2;3,9;4,7
abr-22;San Blas-Canillejas;12;2;4,2;4,6
mar-22;San Blas-Canillejas;11,7;1,7;2,7;2
feb-22;San Blas-Canillejas;11,5;0,5;1,5;-0,7
ene-22;San Blas-Canillejas;11,5;0,5;2,3;-1,3
dic-21;San Blas-Canillejas;11,4;0,4;2,2;-3
nov-21;San Blas-Canillejas;11,4;1,4;0,7;-4,9
oct-21;San Blas-Canillejas;11,2;0,3;-0,8;-6,4
sept-21;San Blas-Canillejas;11,2;-1;-2,4;-7,8
ago-21;San Blas-Canillejas;11,3;-0,2;-1,4;-7,4
jul-21;San Blas-Canillejas;11,3;-1,2;-1,1;-8
jun-21;San Blas-Canillejas;11,5;0;-0,5;-7,3
may-21;San Blas-Canillejas;11,5;0,1;-1,4;-6,1
abr-21;San Blas-Canillejas;11,4;-0,6;-1,7;-7,8
mar-21;San Blas-Canillejas;11,5;-1;-2,3;-6,4
feb-21;San Blas-Canillejas;11,6;-0,1;-2,8;-5,1
ene-21;San Blas-Canillejas;11,6;-1,2;-3;-4,2
dic-20;San Blas-Canillejas;11,8;-1,5;-2,9;-1,8
nov-20;San Blas-Canillejas;12;-0,3;-2;-0,3
oct-20;San Blas-Canillejas;12;-1,2;-2,5;0,2
sept-20;San Blas-Canillejas;12,1;-0,5;-1,8;2
ago-20;San Blas-Canillejas;12,2;-0,8;-0,1;4
jul-20;San Blas-Canillejas;12,3;-0,5;-0,9;5,9
jun-20;San Blas-Canillejas;12,4;1,3;0,6;6,5
may-20;San Blas-Canillejas;12,2;-1,7;-0,3;3,3
abr-20;San Blas-Canillejas;12,4;1;2,1;5,1
mar-20;San Blas-Canillejas;12,3;0,4;2,5;4,1
feb-20;San Blas-Canillejas;12,2;0,8;2,1;4,5
ene-20;San Blas-Canillejas;12,1;1,3;1,5;3,7
dic-19;San Blas-Canillejas;12;0;0,8;2,8
nov-19;San Blas-Canillejas;12;0,2;2,2;5,4
oct-19;San Blas-Canillejas;12;0,6;3,1;5,2
sept-19;San Blas-Canillejas;11,9;1,4;2,6;1,1
ago-19;San Blas-Canillejas;11,7;1;-0,7;1,9
jul-19;San Blas-Canillejas;11,6;0,1;-1,7;2,1
jun-19;San Blas-Canillejas;11,6;-1,7;-1,7;1,8
may-19;San Blas-Canillejas;11,8;0;0,8;3,7
abr-19;San Blas-Canillejas;11,8;0;0,8;4,5
mar-19;San Blas-Canillejas;11,8;0,8;1,1;5,8
feb-19;San Blas-Canillejas;11,7;-0,1;2,9;4,9
ene-19;San Blas-Canillejas;11,7;0,4;2,9;5,4
dic-18;San Blas-Canillejas;11,7;2,5;-0,9;4,8
nov-18;San Blas-Canillejas;11,4;0;-1,1;4,3
oct-18;San Blas-Canillejas;11,4;-3,3;0,1;5,8
sept-18;San Blas-Canillejas;11,8;2,3;3,3;11,9
ago-18;San Blas-Canillejas;11,5;1,3;1,1;9,3
jul-18;San Blas-Canillejas;11,4;-0,2;0,6;5,8
jun-18;San Blas-Canillejas;11,4;0,1;2,1;7,5
may-18;San Blas-Canillejas;11,4;0,7;2;7,7
abr-18;San Blas-Canillejas;11,3;1,3;1,7;8,4
mar-18;San Blas-Canillejas;11,2;0;0,2;7,7
feb-18;San Blas-Canillejas;11,2;0,5;2,3;7,8
ene-18;San Blas-Canillejas;11,1;-0,2;3,3;8,2
dic-17;San Blas-Canillejas;11,1;2,1;5,8;9,3
nov-17;San Blas-Canillejas;10,9;1,4;3,6;9,9
oct-17;San Blas-Canillejas;10,8;2,2;0,2;8,3
sept-17;San Blas-Canillejas;10,5;-0,1;-0,7;6,1
ago-17;San Blas-Canillejas;10,5;-1,9;-0,3;6,4
jul-17;San Blas-Canillejas;10,7;1,3;3;8,9
jun-17;San Blas-Canillejas;10,6;0,3;2,3;7,8
may-17;San Blas-Canillejas;10,6;1,4;2;7,1
abr-17;San Blas-Canillejas;10,4;0,6;1,5;7,6
mar-17;San Blas-Canillejas;10,4;0,1;1,7;8,6
feb-17;San Blas-Canillejas;10,4;0,8;4,3;8,9
ene-17;San Blas-Canillejas;10,3;0,8;3,4;9,1
dic-16;San Blas-Canillejas;10,2;2,6;2,8;8,9
nov-16;San Blas-Canillejas;9,9;0;0,4;6
oct-16;San Blas-Canillejas;9,9;0,1;0,7;4,6
sept-16;San Blas-Canillejas;9,9;0,3;0,9;5,4
ago-16;San Blas-Canillejas;9,9;0,3;0,3;5,2
jul-16;San Blas-Canillejas;9,9;0,3;1,8;5,3
jun-16;San Blas-Canillejas;9,8;-0,3;3,1;5,3
may-16;San Blas-Canillejas;9,9;1,8;3,8;5,1
abr-16;San Blas-Canillejas;9,7;1,5;2,9;3,4
mar-16;San Blas-Canillejas;9,5;0,4;1,9;1,7
feb-16;San Blas-Canillejas;9,5;1;1,4;2,1
ene-16;San Blas-Canillejas;9,4;0,6;-0,8;0,2
dic-15;San Blas-Canillejas;9,4;-0,1;-0,5;0,6
nov-15;San Blas-Canillejas;9,4;-1,3;-0,4;1,5
oct-15;San Blas-Canillejas;9,5;0,9;1,4;3
sept-15;San Blas-Canillejas;9,4;0;0,7;2
ago-15;San Blas-Canillejas;9,4;0,5;0,3;4,1
jul-15;San Blas-Canillejas;9,4;0,2;0;2,6
jun-15;San Blas-Canillejas;9,3;-0,4;-0,4;1,1
may-15;San Blas-Canillejas;9,4;0,1;0,7;0,6
abr-15;San Blas-Canillejas;9,4;-0,2;-0,3;1,4
mar-15;San Blas-Canillejas;9,4;0,7;0,8;1,1
feb-15;San Blas-Canillejas;9,3;-0,8;0,9;0
ene-15;San Blas-Canillejas;9,4;0,9;2;2,1
dic-14;San Blas-Canillejas;9,3;0,8;0,8;1,7
nov-14;San Blas-Canillejas;9,2;0,2;2,1;0,8
oct-14;San Blas-Canillejas;9,2;-0,2;0,9;0,5
sept-14;San Blas-Canillejas;9,2;2,1;-0,1;0,6
ago-14;San Blas-Canillejas;9;-1;-3,1;-2,4
jul-14;San Blas-Canillejas;9,1;-1,2;-1,2;-2,3
jun-14;San Blas-Canillejas;9,2;-1;-0,5;-1,8
may-14;San Blas-Canillejas;9,3;1;0,1;-1,9
abr-14;San Blas-Canillejas;9,2;-0,5;0,4;-3,3
mar-14;San Blas-Canillejas;9,3;-0,3;1,5;-2,7
feb-14;San Blas-Canillejas;9,3;1,2;1,8;-2,3
ene-14;San Blas-Canillejas;9,2;0,5;0,4;-3
dic-13;San Blas-Canillejas;9,2;0;-0,2;-4,2
nov-13;San Blas-Canillejas;9,2;-0,1;-1,2;-4,6
oct-13;San Blas-Canillejas;9,2;-0,1;-1,9;-5
sept-13;San Blas-Canillejas;9,2;-1;-2,5;-7,7
ago-13;San Blas-Canillejas;9,3;-0,9;-2,5;-7,1
jul-13;San Blas-Canillejas;9,3;-0,7;-2,2;-6,1
jun-13;San Blas-Canillejas;9,4;-1;-1,4;-7,7
may-13;San Blas-Canillejas;9,5;-0,6;-0,3;-4,4
abr-13;San Blas-Canillejas;9,6;0,2;0,8;-4
mar-13;San Blas-Canillejas;9,5;0,1;-0,1;-5,7
feb-13;San Blas-Canillejas;9,5;0,5;-0,7;-6,9
ene-13;San Blas-Canillejas;9,5;-0,7;-1,8;-7,7
dic-12;San Blas-Canillejas;9,6;-0,4;-3,8;-5
nov-12;San Blas-Canillejas;9,6;-0,6;-3,8;-4,4
oct-12;San Blas-Canillejas;9,7;-2,9;-3;-6,8
sept-12;San Blas-Canillejas;9,9;-0,4;-2,6;-4,6
ago-12;San Blas-Canillejas;10;0,2;0,3;-3,9
jul-12;San Blas-Canillejas;10;-2,4;0;-5,6
jun-12;San Blas-Canillejas;10,2;2,6;0,8;-2,8
may-12;San Blas-Canillejas;9,9;-0,2;-2,9;-9,4
abr-12;San Blas-Canillejas;10;-1,6;-3,1;-9,2
mar-12;San Blas-Canillejas;10,1;-1,2;0,6;-7,8
feb-12;San Blas-Canillejas;10,2;-0,3;2;-9,2
ene-12;San Blas-Canillejas;10,3;2,1;-0,8;-6
dic-11;San Blas-Canillejas;10,1;0,2;-3,4;-7,2
nov-11;San Blas-Canillejas;10;-3,1;-3,2;-9,9
oct-11;San Blas-Canillejas;10,4;-0,6;-1,7;-5,4
sept-11;San Blas-Canillejas;10,4;0,4;-0,7;-6,7
ago-11;San Blas-Canillejas;10,4;-1,5;-5,4;-8,1
jul-11;San Blas-Canillejas;10,5;0,4;-3,9;-6,2
jun-11;San Blas-Canillejas;10,5;-4,4;-4,3;-7,4
may-11;San Blas-Canillejas;11;0,1;-2,6;-5,4
abr-11;San Blas-Canillejas;11;0;0,4;-6
mar-11;San Blas-Canillejas;11;-2,7;1,3;-6
feb-11;San Blas-Canillejas;11,3;3,2;1,1;-2
ene-11;San Blas-Canillejas;10,9;0,8;-0,3;-7,9
dic-10;San Blas-Canillejas;10,8;-2,8;-2,9;-8,7
nov-10;San Blas-Canillejas;11,1;1,8;-1,3;-7,6
oct-10;San Blas-Canillejas;11;-1,8;-2,5;NA
sept-10;San Blas-Canillejas;11,2;-1,2;-1,5;NA
ago-10;San Blas-Canillejas;11,3;0,5;-2,7;NA
jul-10;San Blas-Canillejas;11,2;-0,9;-3,7;NA
jun-10;San Blas-Canillejas;11,3;-2,3;-2,9;NA
may-10;San Blas-Canillejas;11,6;-0,6;0,9;NA
abr-10;San Blas-Canillejas;11,7;0;-1,7;NA
mar-10;San Blas-Canillejas;11,7;1,4;-1,7;NA
feb-10;San Blas-Canillejas;11,5;-3,1;-4,7;NA
ene-10;San Blas-Canillejas;11,9;0;NA;NA
dic-09;San Blas-Canillejas;11,9;-1,7;NA;NA
nov-09;San Blas-Canillejas;12,1;NA;NA;NA
oct-09;San Blas-Canillejas;NA;NA;NA;NA
sept-09;San Blas-Canillejas;NA;NA;NA;NA
ago-09;San Blas-Canillejas;NA;NA;NA;NA
jul-09;San Blas-Canillejas;NA;NA;NA;NA
jun-09;San Blas-Canillejas;NA;NA;NA;NA
may-09;San Blas-Canillejas;NA;NA;NA;NA
abr-09;San Blas-Canillejas;NA;NA;NA;NA
mar-09;San Blas-Canillejas;NA;NA;NA;NA
feb-09;San Blas-Canillejas;NA;NA;NA;NA
ene-09;San Blas-Canillejas;NA;NA;NA;NA
dic-08;San Blas-Canillejas;NA;NA;NA;NA
nov-08;San Blas-Canillejas;NA;NA;NA;NA
oct-08;San Blas-Canillejas;NA;NA;NA;NA
sept-08;San Blas-Canillejas;NA;NA;NA;NA
ago-08;San Blas-Canillejas;NA;NA;NA;NA
jul-08;San Blas-Canillejas;NA;NA;NA;NA
jun-08;San Blas-Canillejas;NA;NA;NA;NA
may-08;San Blas-Canillejas;NA;NA;NA;NA
abr-08;San Blas-Canillejas;NA;NA;NA;NA
mar-08;San Blas-Canillejas;NA;NA;NA;NA
feb-08;San Blas-Canillejas;NA;NA;NA;NA
ene-08;San Blas-Canillejas;NA;NA;NA;NA
dic-07;San Blas-Canillejas;NA;NA;NA;NA
nov-07;San Blas-Canillejas;NA;NA;NA;NA
oct-07;San Blas-Canillejas;NA;NA;NA;NA
sept-07;San Blas-Canillejas;NA;NA;NA;NA
ago-07;San Blas-Canillejas;NA;NA;NA;NA
jul-07;San Blas-Canillejas;NA;NA;NA;NA
jun-07;San Blas-Canillejas;NA;NA;NA;NA
may-07;San Blas-Canillejas;NA;NA;NA;NA
abr-07;San Blas-Canillejas;NA;NA;NA;NA
mar-07;San Blas-Canillejas;NA;NA;NA;NA
feb-07;San Blas-Canillejas;NA;NA;NA;NA
ene-07;San Blas-Canillejas;NA;NA;NA;NA
dic-06;San Blas-Canillejas;NA;NA;NA;NA
nov-06;San Blas-Canillejas;NA;NA;NA;NA
oct-06;San Blas-Canillejas;NA;NA;NA;NA
sept-06;San Blas-Canillejas;NA;NA;NA;NA
ago-06;San Blas-Canillejas;NA;NA;NA;NA
jul-06;San Blas-Canillejas;NA;NA;NA;NA
jun-06;San Blas-Canillejas;NA;NA;NA;NA
may-06;San Blas-Canillejas;NA;NA;NA;NA
abr-06;San Blas-Canillejas;NA;NA;NA;NA
mar-06;San Blas-Canillejas;NA;NA;NA;NA
feb-06;San Blas-Canillejas;NA;NA;NA;NA
ene-06;San Blas-Canillejas;NA;NA;NA;NA
abr-24;Tetu‡n;19,7;1,2;5,1;15,2
mar-24;Tetu‡n;19,5;1,7;5,5;15,2
feb-24;Tetu‡n;19,1;2,1;6,4;13,4
ene-24;Tetu‡n;18,8;1,6;5,2;11,5
dic-23;Tetu‡n;18,5;2,6;5,8;11,9
