año;mes;fecha;distrito;total;total_hombres;total_mujeres;total_16-19;total_16-19_hombres;total_16-19_mujeres;total_20-24;total_20-24_hombres;total_20-24_mujeres;total_25-29;total_25-29_hombres;total_25-29_mujeres;total_30-34;total_30-34_hombres;total_30-34_mujeres;total_35-39;total_35-39_hombres;total_35-39_mujeres;total_40-44;total_40-44_hombres;total_40-44_mujeres;total_45-49;total_45-49_hombres;total_45-49_mujeres;total_50-54;total_50-54_hombres;total_50-54_mujeres;total_55-59;total_55-59_hombres;total_55-59_mujeres;total_60omas;total_60omas_hombres;total_60omas_mujeres
2014;Noviembre;Noviembre 2014;Ciudad de Madrid;232.164;113.146;119.018;3.624;2.045;1.579;13.823;7.056;6.767;20.214;9.679;10.535;25.087;11.909;13.178;30.221;14.407;15.814;31.529;15.129;16.400;32.870;16.465;16.405;30.051;15.052;14.999;27.518;13.423;14.095;17.227;7.981;9.246
2014;Noviembre;Noviembre 2014;01. Centro;10.738;5.764;4.974;78;49;29;370;181;189;872;443;429;1.400;702;698;1.600;836;764;1.494;790;704;1.537;875;662;1.366;776;590;1.168;673;495;853;439;414
2014;Noviembre;Noviembre 2014;02. Arganzuela;9.902;4.637;5.265;85;51;34;458;231;227;873;416;457;1.206;565;641;1.267;588;679;1.268;597;671;1.397;640;757;1.284;639;645;1.220;529;691;844;381;463
2014;Noviembre;Noviembre 2014;03. Retiro;5.862;2.693;3.169;47;29;18;252;126;126;554;258;296;666;318;348;710;323;387;730;339;391;786;362;424;758;352;406;764;337;427;595;249;346
2014;Noviembre;Noviembre 2014;04. Salamanca;6.804;2.990;3.814;46;34;12;254;133;121;636;310;326;747;339;408;877;379;498;796;366;430;904;386;518;927;400;527;925;368;557;692;275;417
2014;Noviembre;Noviembre 2014;05. Chamartín;6.267;2.791;3.476;40;21;19;231;136;95;494;230;264;657;299;358;780;363;417;810;355;455;859;398;461;901;395;506;850;331;519;645;263;382
2014;Noviembre;Noviembre 2014;06. Tetuán;11.528;5.611;5.917;150;72;78;614;324;290;1.003;456;547;1.294;592;702;1.497;713;784;1.531;754;777;1.676;891;785;1.513;733;780;1.406;681;725;844;395;449
2014;Noviembre;Noviembre 2014;07. Chamberí;6.882;3.108;3.774;50;18;32;290;147;143;702;305;397;882;386;496;875;399;476;859;402;457;855;397;458;886;410;476;847;354;493;636;290;346
2014;Noviembre;Noviembre 2014;08. Fuencarral-El Pardo;12.560;5.766;6.794;158;95;63;612;310;302;1.072;508;564;1.365;599;766;1.716;741;975;1.797;838;959;1.655;787;868;1.472;704;768;1.578;678;900;1.135;506;629
2014;Noviembre;Noviembre 2014;09. Moncloa-Aravaca;5.722;2.668;3.054;52;31;21;297;149;148;526;234;292;593;288;305;700;307;393;719;329;390;798;376;422;776;375;401;764;350;414;497;229;268
2014;Noviembre;Noviembre 2014;10. Latina;18.887;9.441;9.446;298;168;130;1.163;564;599;1.710;851;859;2.022;1.038;984;2.489;1.207;1.282;2.704;1.361;1.343;2.742;1.406;1.336;2.359;1.206;1.153;2.122;1.052;1.070;1.278;588;690
2014;Noviembre;Noviembre 2014;11. Carabanchel;21.896;10.852;11.044;411;212;199;1.414;721;693;1.864;892;972;2.367;1.132;1.235;2.965;1.448;1.517;3.138;1.528;1.610;3.092;1.641;1.451;2.749;1.381;1.368;2.409;1.212;1.197;1.487;685;802
2014;Noviembre;Noviembre 2014;12. Usera;12.653;6.310;6.343;244;141;103;860;420;440;1.093;517;576;1.315;636;679;1.695;830;865;1.872;879;993;1.852;978;874;1.542;803;739;1.395;738;657;785;368;417
2014;Noviembre;Noviembre 2014;13. Puente de Vallecas;24.602;12.770;11.832;603;327;276;1.890;971;919;2.268;1.099;1.169;2.659;1.316;1.343;3.065;1.556;1.509;3.084;1.646;1.438;3.504;1.866;1.638;3.284;1.736;1.548;2.766;1.489;1.277;1.479;764;715
2014;Noviembre;Noviembre 2014;14. Moratalaz;7.062;3.400;3.662;136;86;50;507;284;223;611;301;310;662;323;339;795;360;435;934;436;498;1.039;488;551;970;454;516;883;424;459;525;244;281
2014;Noviembre;Noviembre 2014;15. Ciudad Lineal;15.228;7.414;7.814;203;125;78;809;421;388;1.240;598;642;1.563;719;844;1.828;910;918;1.924;953;971;2.181;1.060;1.121;2.160;1.062;1.098;2.000;938;1.062;1.320;628;692
2014;Noviembre;Noviembre 2014;16. Hortaleza;10.476;4.892;5.584;138;83;55;601;325;276;891;423;468;1.010;444;566;1.368;631;737;1.429;619;810;1.468;689;779;1.387;647;740;1.326;636;690;858;395;463
2014;Noviembre;Noviembre 2014;17. Villaverde;14.984;7.672;7.312;328;184;144;1.207;599;608;1.347;658;689;1.568;787;781;2.004;1.010;994;2.132;1.045;1.087;2.157;1.109;1.048;1.908;1.048;860;1.551;856;695;782;376;406
2014;Noviembre;Noviembre 2014;18. Villa de Vallecas;9.285;4.267;5.018;193;114;79;641;330;311;857;410;447;1.146;474;672;1.477;625;852;1.351;621;730;1.135;540;595;1.008;460;548;945;459;486;532;234;298
2014;Noviembre;Noviembre 2014;19. Vicálvaro;6.009;2.879;3.130;136;78;58;457;236;221;439;224;215;571;272;299;806;360;446;1.006;418;588;970;447;523;722;385;337;610;316;294;292;143;149
2014;Noviembre;Noviembre 2014;20. San Blas-Canillejas;12.151;5.983;6.168;199;110;89;758;375;383;968;461;507;1.122;548;574;1.364;658;706;1.596;695;901;1.914;970;944;1.731;926;805;1.644;844;800;855;396;459
2014;Noviembre;Noviembre 2014;21. Barajas;2.666;1.238;1.428;29;17;12;138;73;65;194;85;109;272;132;140;343;163;180;355;158;197;349;159;190;348;160;188;345;158;187;293;133;160
2014;Diciembre;Diciembre 2014;Ciudad de Madrid;226.775;111.250;115.525;3.084;1.760;1.324;12.084;6.221;5.863;18.733;9.045;9.688;24.305;11.559;12.746;29.811;14.405;15.406;31.233;15.165;16.068;32.759;16.533;16.226;29.988;15.094;14.894;27.591;13.499;14.092;17.187;7.969;9.218
2014;Diciembre;Diciembre 2014;01. Centro;10.416;5.647;4.769;65;45;20;300;148;152;818;415;403;1.341;681;660;1.558;853;705;1.480;797;683;1.493;856;637;1.359;772;587;1.176;653;523;826;427;399
2014;Diciembre;Diciembre 2014;02. Arganzuela;9.658;4.530;5.128;82;47;35;378;199;179;811;389;422;1.133;535;598;1.251;574;677;1.256;599;657;1.392;645;747;1.290;628;662;1.222;539;683;843;375;468
2014;Diciembre;Diciembre 2014;03. Retiro;5.733;2.613;3.120;39;20;19;224;114;110;487;227;260;651;305;346;692;309;383;727;329;398;791;371;420;767;356;411;765;334;431;590;248;342
2014;Diciembre;Diciembre 2014;04. Salamanca;6.587;2.883;3.704;32;25;7;240;129;111;578;270;308;717;316;401;812;357;455;805;367;438;900;385;515;907;397;510;912;366;546;684;271;413
2014;Diciembre;Diciembre 2014;05. Chamartín;6.184;2.769;3.415;30;13;17;200;108;92;453;214;239;637;285;352;770;354;416;794;354;440;872;413;459;915;411;504;863;348;515;650;269;381
2014;Diciembre;Diciembre 2014;06. Tetuán;11.283;5.499;5.784;134;65;69;528;260;268;903;423;480;1.307;604;703;1.467;695;772;1.521;772;749;1.677;889;788;1.500;739;761;1.406;662;744;840;390;450
2014;Diciembre;Diciembre 2014;07. Chamberí;6.785;3.099;3.686;50;22;28;236;122;114;654;282;372;831;370;461;896;403;493;855;403;452;876;417;459;895;425;470;853;364;489;639;291;348
2014;Diciembre;Diciembre 2014;08. Fuencarral-El Pardo;12.364;5.677;6.687;141;88;53;546;264;282;1.009;488;521;1.344;578;766;1.688;727;961;1.752;840;912;1.650;776;874;1.505;728;777;1.595;683;912;1.134;505;629
2014;Diciembre;Diciembre 2014;09. Moncloa-Aravaca;5.568;2.602;2.966;39;17;22;258;137;121;484;208;276;553;266;287;686;303;383;724;344;380;785;376;409;774;369;405;760;356;404;505;226;279
2014;Diciembre;Diciembre 2014;10. Latina;18.385;9.304;9.081;258;151;107;992;496;496;1.572;793;779;1.969;1.004;965;2.439;1.245;1.194;2.657;1.339;1.318;2.756;1.427;1.329;2.347;1.213;1.134;2.131;1.052;1.079;1.264;584;680
2014;Diciembre;Diciembre 2014;11. Carabanchel;21.353;10.692;10.661;342;175;167;1.218;613;605;1.742;843;899;2.274;1.087;1.187;2.932;1.469;1.463;3.169;1.576;1.593;3.065;1.645;1.420;2.709;1.365;1.344;2.404;1.232;1.172;1.498;687;811
2014;Diciembre;Diciembre 2014;12. Usera;12.392;6.208;6.184;204;116;88;788;387;401;1.061;513;548;1.267;598;669;1.682;833;849;1.835;874;961;1.855;987;868;1.542;798;744;1.384;738;646;774;364;410
2014;Diciembre;Diciembre 2014;13. Puente de Vallecas;24.025;12.602;11.423;509;298;211;1.690;879;811;2.101;1.031;1.070;2.569;1.282;1.287;3.057;1.560;1.497;3.077;1.658;1.419;3.540;1.897;1.643;3.260;1.738;1.522;2.736;1.484;1.252;1.486;775;711
2014;Diciembre;Diciembre 2014;14. Moratalaz;7.029;3.400;3.629;115;69;46;463;262;201;591;295;296;662;315;347;796;367;429;955;468;487;1.039;493;546;989;463;526;884;414;470;535;254;281
2014;Diciembre;Diciembre 2014;15. Ciudad Lineal;14.759;7.243;7.516;160;90;70;684;368;316;1.100;543;557;1.530;714;816;1.825;934;891;1.892;925;967;2.109;1.050;1.059;2.125;1.034;1.091;2.021;960;1.061;1.313;625;688
2014;Diciembre;Diciembre 2014;16. Hortaleza;10.201;4.758;5.443;110;65;45;536;293;243;808;393;415;971;428;543;1.344;617;727;1.389;588;801;1.457;675;782;1.376;658;718;1.352;648;704;858;393;465
2014;Diciembre;Diciembre 2014;17. Villaverde;14.699;7.608;7.091;295;168;127;1.069;554;515;1.241;604;637;1.560;793;767;1.989;1.026;963;2.138;1.075;1.063;2.145;1.105;1.040;1.916;1.047;869;1.570;871;699;776;365;411
2014;Diciembre;Diciembre 2014;18. Villa de Vallecas;9.067;4.209;4.858;170;104;66;578;304;274;829;396;433;1.111;471;640;1.449;615;834;1.311;605;706;1.139;550;589;1.005;467;538;947;464;483;528;233;295
2014;Diciembre;Diciembre 2014;19. Vicálvaro;5.918;2.858;3.060;120;70;50;389;200;189;426;231;195;564;275;289;802;359;443;992;407;585;977;457;520;735;387;348;619;327;292;294;145;149
2014;Diciembre;Diciembre 2014;20. San Blas-Canillejas;11.797;5.849;5.948;169;103;66;651;320;331;880;409;471;1.053;518;535;1.354;658;696;1.569;695;874;1.902;963;939;1.723;933;790;1.637;839;798;859;411;448
2014;Diciembre;Diciembre 2014;21. Barajas;2.572;1.200;1.372;20;9;11;116;64;52;185;78;107;261;134;127;322;147;175;335;150;185;339;156;183;349;166;183;354;165;189;291;131;160
2015;Enero;Enero 2015;Ciudad de Madrid;230.358;112.591;117.767;3.020;1.753;1.267;12.341;6.308;6.033;19.506;9.386;10.120;24.901;11.750;13.151;30.171;14.453;15.718;31.858;15.455;16.403;32.943;16.576;16.367;30.274;15.177;15.097;27.921;13.655;14.266;17.423;8.078;9.345
2015;Enero;Enero 2015;01. Centro;10.641;5.725;4.916;69;43;26;315;151;164;840;414;426;1.395;713;682;1.579;840;739;1.526;813;713;1.506;869;637;1.368;771;597;1.200;672;528;843;439;404
2015;Enero;Enero 2015;02. Arganzuela;9.874;4.613;5.261;75;42;33;391;198;193;847;412;435;1.182;548;634;1.299;591;708;1.281;596;685;1.392;655;737;1.292;632;660;1.253;560;693;862;379;483
2015;Enero;Enero 2015;03. Retiro;5.761;2.648;3.113;41;21;20;227;114;113;468;230;238;657;301;356;707;318;389;745;350;395;776;368;408;758;349;409;792;351;441;590;246;344
2015;Enero;Enero 2015;04. Salamanca;6.653;2.898;3.755;34;25;9;239;139;100;582;253;329;746;322;424;819;364;455;814;364;450;897;387;510;903;394;509;935;382;553;684;268;416
2015;Enero;Enero 2015;05. Chamartín;6.306;2.836;3.470;30;15;15;206;114;92;479;226;253;650;289;361;765;354;411;850;382;468;846;394;452;939;425;514;881;359;522;660;278;382
2015;Enero;Enero 2015;06. Tetuán;11.411;5.514;5.897;135;63;72;559;271;288;941;430;511;1.303;588;715;1.500;711;789;1.549;791;758;1.672;882;790;1.515;741;774;1.414;660;754;823;377;446
2015;Enero;Enero 2015;07. Chamberí;6.840;3.114;3.726;51;26;25;232;133;99;684;309;375;854;379;475;908;392;516;863;408;455;877;410;467;882;412;470;841;356;485;648;289;359
2015;Enero;Enero 2015;08. Fuencarral-El Pardo;12.518;5.731;6.787;125;78;47;555;287;268;1.059;501;558;1.371;580;791;1.716;732;984;1.788;851;937;1.661;796;865;1.485;721;764;1.603;674;929;1.155;511;644
2015;Enero;Enero 2015;09. Moncloa-Aravaca;5.640;2.624;3.016;40;18;22;247;122;125;508;232;276;606;292;314;679;297;382;710;330;380;795;384;411;772;367;405;762;352;410;521;230;291
2015;Enero;Enero 2015;10. Latina;18.777;9.456;9.321;240;145;95;1.050;510;540;1.629;797;832;2.016;1.023;993;2.460;1.253;1.207;2.720;1.380;1.340;2.795;1.448;1.347;2.420;1.230;1.190;2.164;1.075;1.089;1.283;595;688
2015;Enero;Enero 2015;11. Carabanchel;21.631;10.822;10.809;320;163;157;1.249;620;629;1.806;885;921;2.335;1.116;1.219;2.927;1.470;1.457;3.175;1.566;1.609;3.101;1.647;1.454;2.752;1.411;1.341;2.428;1.235;1.193;1.538;709;829
2015;Enero;Enero 2015;12. Usera;12.730;6.361;6.369;225;135;90;817;401;416;1.126;539;587;1.278;596;682;1.722;851;871;1.883;893;990;1.898;988;910;1.603;830;773;1.383;749;634;795;379;416
2015;Enero;Enero 2015;13. Puente de Vallecas;24.421;12.763;11.658;489;281;208;1.733;905;828;2.184;1.064;1.120;2.641;1.297;1.344;3.063;1.556;1.507;3.174;1.703;1.471;3.516;1.877;1.639;3.305;1.757;1.548;2.800;1.524;1.276;1.516;799;717
2015;Enero;Enero 2015;14. Moratalaz;7.086;3.409;3.677;111;62;49;425;245;180;606;293;313;673;320;353;808;364;444;984;483;501;1.052;493;559;1.007;477;530;872;411;461;548;261;287
2015;Enero;Enero 2015;15. Ciudad Lineal;15.070;7.340;7.730;177;108;69;680;343;337;1.191;584;607;1.566;713;853;1.876;959;917;1.928;952;976;2.159;1.066;1.093;2.156;1.051;1.105;2.035;949;1.086;1.302;615;687
2015;Enero;Enero 2015;16. Hortaleza;10.401;4.840;5.561;99;63;36;537;273;264;852;430;422;1.039;467;572;1.350;600;750;1.436;621;815;1.480;684;796;1.365;644;721;1.372;648;724;871;410;461
2015;Enero;Enero 2015;17. Villaverde;14.887;7.646;7.241;290;173;117;1.079;546;533;1.295;635;660;1.573;794;779;2.007;1.012;995;2.179;1.092;1.087;2.173;1.117;1.056;1.895;1.012;883;1.605;895;710;791;370;421
2015;Enero;Enero 2015;18. Villa de Vallecas;9.072;4.199;4.873;166;103;63;596;315;281;842;405;437;1.096;468;628;1.458;616;842;1.312;594;718;1.128;544;584;996;460;536;945;468;477;533;226;307
2015;Enero;Enero 2015;19. Vicálvaro;5.914;2.839;3.075;109;72;37;408;215;193;437;226;211;545;263;282;814;354;460;986;415;571;991;453;538;734;384;350;599;311;288;291;146;145
2015;Enero;Enero 2015;20. San Blas-Canillejas;12.070;5.960;6.110;168;103;65;678;350;328;940;428;512;1.108;554;554;1.371;655;716;1.605;712;893;1.885;951;934;1.778;943;835;1.672;856;816;865;408;457
2015;Enero;Enero 2015;21. Barajas;2.655;1.253;1.402;26;14;12;118;56;62;190;93;97;267;127;140;343;164;179;350;159;191;343;163;180;349;166;183;365;168;197;304;143;161
2015;Febrero;Febrero 2015;Ciudad de Madrid;232.005;113.022;118.983;3.263;1.863;1.400;12.947;6.667;6.280;19.921;9.515;10.406;25.247;11.852;13.395;30.219;14.437;15.782;31.900;15.404;16.496;32.946;16.552;16.394;30.165;15.042;15.123;27.932;13.618;14.314;17.465;8.072;9.393
2015;Febrero;Febrero 2015;01. Centro;10.627;5.715;4.912;64;38;26;334;161;173;874;439;435;1.381;720;661;1.571;828;743;1.524;812;712;1.503;862;641;1.362;770;592;1.181;655;526;833;430;403
2015;Febrero;Febrero 2015;02. Arganzuela;9.930;4.637;5.293;83;44;39;408;209;199;871;414;457;1.205;561;644;1.302;595;707;1.287;603;684;1.386;648;738;1.283;623;660;1.251;563;688;854;377;477
2015;Febrero;Febrero 2015;03. Retiro;5.726;2.614;3.112;48;25;23;229;128;101;503;234;269;650;292;358;694;310;384;718;328;390;781;359;422;742;340;402;784;355;429;577;243;334
2015;Febrero;Febrero 2015;04. Salamanca;6.691;2.907;3.784;39;32;7;244;130;114;586;271;315;764;342;422;833;356;477;805;364;441;906;377;529;906;397;509;938;377;561;670;261;409
2015;Febrero;Febrero 2015;05. Chamartín;6.398;2.873;3.525;45;22;23;220;117;103;489;237;252;680;301;379;785;369;416;823;373;450;851;388;463;971;441;530;879;355;524;655;270;385
2015;Febrero;Febrero 2015;06. Tetuán;11.602;5.625;5.977;156;80;76;582;280;302;990;448;542;1.333;615;718;1.530;734;796;1.590;808;782;1.672;878;794;1.519;752;767;1.409;658;751;821;372;449
2015;Febrero;Febrero 2015;07. Chamberí;6.882;3.171;3.711;56;30;26;241;136;105;703;323;380;868;402;466;920;414;506;867;409;458;862;405;457;882;413;469;836;353;483;647;286;361
2015;Febrero;Febrero 2015;08. Fuencarral-El Pardo;12.485;5.703;6.782;140;80;60;589;300;289;1.054;489;565;1.376;584;792;1.685;728;957;1.791;847;944;1.619;775;844;1.493;719;774;1.586;677;909;1.152;504;648
2015;Febrero;Febrero 2015;09. Moncloa-Aravaca;5.695;2.610;3.085;44;20;24;254;124;130;517;231;286;608;274;334;693;287;406;710;322;388;797;384;413;777;367;410;762;357;405;533;244;289
2015;Febrero;Febrero 2015;10. Latina;18.795;9.490;9.305;247;147;100;1.095;572;523;1.614;790;824;2.051;1.031;1.020;2.446;1.249;1.197;2.729;1.373;1.356;2.763;1.456;1.307;2.393;1.205;1.188;2.160;1.063;1.097;1.297;604;693
2015;Febrero;Febrero 2015;11. Carabanchel;21.947;10.929;11.018;336;168;168;1.376;700;676;1.853;895;958;2.390;1.136;1.254;2.928;1.445;1.483;3.246;1.603;1.643;3.105;1.649;1.456;2.719;1.388;1.331;2.468;1.246;1.222;1.526;699;827
2015;Febrero;Febrero 2015;12. Usera;12.860;6.401;6.459;249;141;108;853;421;432;1.131;538;593;1.299;608;691;1.697;836;861;1.887;894;993;1.930;999;931;1.626;840;786;1.380;736;644;808;388;420
2015;Febrero;Febrero 2015;13. Puente de Vallecas;24.628;12.726;11.902;533;300;233;1.824;945;879;2.214;1.061;1.153;2.671;1.299;1.372;3.069;1.544;1.525;3.201;1.700;1.501;3.508;1.848;1.660;3.255;1.710;1.545;2.811;1.522;1.289;1.542;797;745
2015;Febrero;Febrero 2015;14. Moratalaz;7.076;3.382;3.694;118;61;57;461;259;202;604;290;314;675;321;354;808;365;443;965;467;498;1.035;490;545;995;463;532;875;409;466;540;257;283
2015;Febrero;Febrero 2015;15. Ciudad Lineal;15.286;7.387;7.899;178;105;73;737;370;367;1.217;603;614;1.573;700;873;1.900;957;943;1.922;932;990;2.208;1.094;1.114;2.161;1.043;1.118;2.069;966;1.103;1.321;617;704
2015;Febrero;Febrero 2015;16. Hortaleza;10.447;4.831;5.616;111;76;35;563;292;271;887;435;452;1.048;453;595;1.342;585;757;1.424;606;818;1.466;690;776;1.374;635;739;1.365;652;713;867;407;460
2015;Febrero;Febrero 2015;17. Villaverde;14.929;7.624;7.305;304;183;121;1.071;536;535;1.331;638;693;1.601;787;814;1.990;1.018;972;2.167;1.075;1.092;2.167;1.106;1.061;1.874;1.004;870;1.609;901;708;815;376;439
2015;Febrero;Febrero 2015;18. Villa de Vallecas;9.199;4.256;4.943;181;116;65;615;323;292;886;411;475;1.104;471;633;1.510;653;857;1.299;580;719;1.146;559;587;984;455;529;942;459;483;532;229;303
2015;Febrero;Febrero 2015;19. Vicálvaro;5.948;2.842;3.106;118;70;48;414;227;187;434;225;209;558;256;302;813;345;468;980;418;562;997;457;540;748;391;357;605;308;297;281;145;136
2015;Febrero;Febrero 2015;20. San Blas-Canillejas;12.172;6.035;6.137;187;108;79;711;380;331;968;453;515;1.138;564;574;1.357;653;704;1.612;732;880;1.892;958;934;1.749;920;829;1.672;848;824;886;419;467
2015;Febrero;Febrero 2015;21. Barajas;2.682;1.264;1.418;26;17;9;126;57;69;195;90;105;274;135;139;346;166;180;353;158;195;352;170;182;352;166;186;350;158;192;308;147;161
2015;Marzo;Marzo 2015;Ciudad de Madrid;230.518;111.844;118.674;3.326;1.913;1.413;13.020;6.721;6.299;19.692;9.304;10.388;24.801;11.581;13.220;29.792;14.110;15.682;31.667;15.163;16.504;32.626;16.369;16.257;30.088;14.950;15.138;27.966;13.634;14.332;17.540;8.099;9.441
2015;Marzo;Marzo 2015;01. Centro;10.401;5.591;4.810;71;40;31;317;154;163;855;422;433;1.337;690;647;1.505;789;716;1.509;812;697;1.484;871;613;1.338;746;592;1.173;653;520;812;414;398
2015;Marzo;Marzo 2015;02. Arganzuela;9.826;4.577;5.249;82;48;34;426;228;198;867;397;470;1.155;546;609;1.296;590;706;1.245;571;674;1.384;636;748;1.270;617;653;1.246;562;684;855;382;473
2015;Marzo;Marzo 2015;03. Retiro;5.644;2.579;3.065;43;26;17;234;131;103;477;234;243;616;276;340;685;298;387;715;317;398;772;364;408;725;332;393;782;344;438;595;257;338
2015;Marzo;Marzo 2015;04. Salamanca;6.671;2.908;3.763;44;36;8;223;114;109;569;268;301;786;340;446;848;376;472;822;365;457;885;385;500;909;392;517;921;370;551;664;262;402
2015;Marzo;Marzo 2015;05. Chamartín;6.331;2.846;3.485;44;23;21;220;124;96;463;209;254;656;299;357;792;366;426;821;363;458;847;388;459;940;427;513;893;370;523;655;277;378
2015;Marzo;Marzo 2015;06. Tetuán;11.576;5.592;5.984;166;85;81;593;288;305;1.011;454;557;1.328;605;723;1.469;700;769;1.588;803;785;1.640;859;781;1.519;753;766;1.417;666;751;845;379;466
2015;Marzo;Marzo 2015;07. Chamberí;6.793;3.106;3.687;54;30;24;230;127;103;713;323;390;869;410;459;883;385;498;846;385;461;862;397;465;870;412;458;833;356;477;633;281;352
2015;Marzo;Marzo 2015;08. Fuencarral-El Pardo;12.299;5.571;6.728;129;72;57;589;295;294;1.011;459;552;1.334;550;784;1.653;718;935;1.767;824;943;1.602;755;847;1.494;720;774;1.570;673;897;1.150;505;645
2015;Marzo;Marzo 2015;09. Moncloa-Aravaca;5.622;2.561;3.061;40;22;18;254;115;139;476;204;272;591;263;328;674;281;393;714;320;394;791;384;407;788;377;411;759;350;409;535;245;290
2015;Marzo;Marzo 2015;10. Latina;18.658;9.340;9.318;259;155;104;1.114;578;536;1.609;771;838;1.986;992;994;2.411;1.211;1.200;2.700;1.347;1.353;2.736;1.429;1.307;2.363;1.174;1.189;2.168;1.064;1.104;1.312;619;693
2015;Marzo;Marzo 2015;11. Carabanchel;21.859;10.879;10.980;327;166;161;1.402;734;668;1.862;906;956;2.343;1.096;1.247;2.906;1.448;1.458;3.207;1.567;1.640;3.086;1.625;1.461;2.741;1.415;1.326;2.472;1.232;1.240;1.513;690;823
2015;Marzo;Marzo 2015;12. Usera;12.892;6.398;6.494;262;155;107;894;433;461;1.129;537;592;1.294;610;684;1.675;814;861;1.892;900;992;1.903;965;938;1.644;852;792;1.386;743;643;813;389;424
2015;Marzo;Marzo 2015;13. Puente de Vallecas;24.556;12.674;11.882;564;310;254;1.811;935;876;2.216;1.054;1.162;2.666;1.308;1.358;3.071;1.536;1.535;3.158;1.678;1.480;3.439;1.841;1.598;3.248;1.696;1.552;2.838;1.527;1.311;1.545;789;756
2015;Marzo;Marzo 2015;14. Moratalaz;7.035;3.330;3.705;123;65;58;463;258;205;600;285;315;663;310;353;758;331;427;938;460;478;1.052;487;565;1.009;468;541;869;401;468;560;265;295
2015;Marzo;Marzo 2015;15. Ciudad Lineal;15.180;7.353;7.827;172;107;65;743;391;352;1.194;585;609;1.557;697;860;1.853;927;926;1.919;924;995;2.181;1.087;1.094;2.174;1.051;1.123;2.057;967;1.090;1.330;617;713
2015;Marzo;Marzo 2015;16. Hortaleza;10.465;4.791;5.674;126;83;43;555;296;259;862;409;453;1.025;451;574;1.357;572;785;1.433;602;831;1.472;680;792;1.376;632;744;1.384;663;721;875;403;472
2015;Marzo;Marzo 2015;17. Villaverde;14.889;7.580;7.309;311;185;126;1.046;515;531;1.291;612;679;1.577;778;799;1.998;1.009;989;2.165;1.075;1.090;2.168;1.120;1.048;1.892;1.008;884;1.624;899;725;817;379;438
2015;Marzo;Marzo 2015;18. Villa de Vallecas;9.131;4.228;4.903;168;102;66;614;324;290;868;408;460;1.085;454;631;1.471;647;824;1.313;577;736;1.142;563;579;962;444;518;950;473;477;558;236;322
2015;Marzo;Marzo 2015;19. Vicálvaro;5.937;2.817;3.120;125;72;53;427;233;194;427;216;211;562;255;307;799;341;458;970;405;565;985;447;538;758;392;366;598;307;291;286;149;137
2015;Marzo;Marzo 2015;20. San Blas-Canillejas;12.115;5.886;6.229;185;109;76;746;395;351;985;456;529;1.124;532;592;1.354;614;740;1.600;719;881;1.850;926;924;1.722;872;850;1.673;851;822;876;412;464
2015;Marzo;Marzo 2015;21. Barajas;2.638;1.237;1.401;31;22;9;119;53;66;207;95;112;247;119;128;334;157;177;345;149;196;345;160;185;346;170;176;353;163;190;311;149;162
2015;Abril;Abril 2015;Ciudad de Madrid;225.164;108.873;116.291;3.273;1.843;1.430;12.696;6.586;6.110;18.967;8.957;10.010;23.931;11.157;12.774;28.838;13.601;15.237;30.696;14.597;16.099;31.870;15.895;15.975;29.670;14.721;14.949;27.701;13.407;14.294;17.522;8.109;9.413
